;link;type;rating;count;title;country;size;percentage;year;badge;price;main_description;usps;secondary_description;taste;complementaries;grape;label;certificate;producer_description;producer
261;https://www.gall.nl/canallas-red-rood-75cl-414956.html;Easy Rider;3.8;5.0;Canallas Red;Spanje;75CL;13%;2021;2e halve prijs;6.59;Moderne Spaanse rode wijn met een opvallende uitstraling gemaakt van tempranillo en monastrell. De druiven staan aangeplant in de DO Valencia in wijngaarden op 650 meter boven zeeniveau. Hij rijpt 4 maanden op eikenhouten vaten. Je proeft rood en zwart fruit met specerijen, vanille en chocola.;['Bestel voor 22:00 vandaag, morgen in huis', 'Gratis bezorging vanaf € 50,-', 'Veilig betalen'];Canallas Red is een Spaanse tinto die valt onder de DO Valencia. Hij wordt gemaakt van gelijke delen monastrell en tempranillo. De van oorsprong Spaanse druif monastrell staat in Frankrijk beter bekend onder de naam mourvèdre en staat voornamelijk aangeplant in de Rhône en in de Provence. De wijn krijgt van Bodegas Arráez de classificatie joven mee. Dat betekent letterlijk ‘jong’. Hij rijpt dan ook slechts 4 maanden op eikenhouten vaten. De wijn is levendig en fruitig met tonen van rood en zwart fruit, specerijen, vanille en chocola. Schenk hem bij tapas, als aperitief of in combinatie met gerechten met chorizo.;fruitig,specerijenen vanille;tapasen gerechten met chorizo;Monastrell, Tempranillo;Bevat sulfur dioxide and sulfits;1 keer bekroond;;
262;https://www.gall.nl/the-river-garden-classique-merlot-rood-75cl-114871.html;Easy Rider;4.3;4.0;The River Garden Classique Merlot;Zuid-Afrika;75CL;14%;2017;2e halve prijs;9.79;Zuid-Afrikaanse merlot met pruimen, bramen, zwarte kersen en chocola. Met een lange afdronk en zijdezachte tannines. Schenk hem bij gerijpte kazen of gerechten met paddenstoelen.;['Bestel voor 22:00 vandaag, morgen in huis', 'Gratis bezorging vanaf € 50,-', 'Veilig betalen'];Een prachtige wijn die smaakt naar pruimen, bramen, zwarte kersen en cacao. Zijdezacht met een hint van leer en bieten.;pruimen,bessenen rondeur;blokjes kaasen kipgerechten;Merlot;Bevat sulfur dioxide and sulfits;1 keer bekroond;Lourensford Estate, opgericht in 1700, is waarschijnlijk één van de allermooiste 'wine estates' ter wereld. Van de 4000 hectare is 130 hectare aangeplant met wijngaarden. De kenmerken van het terroir zoals de geweldige grond bieden de mogelijkheid om wijnen van wereldklasse te maken. Sinds de eerste wijnoogsten in 2003 heeft dit bedrijf dan ook al bijzonder veel prijzen met haar wijnen in de wacht gesleept.;Lourensford
263;https://www.gall.nl/klein-constantia-metis-sauvignon-blanc-wit-75cl-162183.html;Fresh Hammer;;;Klein Constantia Metis Sauvignon Blanc;Zuid-Afrika;75CL;14,38%;2017;2e halve prijs;21.69;Op het etiket zie je een hybride bloem: half Franse lelie en half Zuid-Afrikaanse protea. Ook in smaak is dit een combinatie van Zuid-Afrika en de Loire. Levendig met citroengras en mineraliteit.;['Bestel voor 22:00 vandaag, morgen in huis', 'Gratis bezorging vanaf € 50,-', 'Veilig betalen'];Zuid-Afrikaanse sauvignon blanc met de signatuur van de beroemde Loire-producent Pascal Jolivet. Letterlijk en figuurlijk. Zijn handtekening siert het etiket van de wijn. Jolivet staat bekend om zijn holistische en natuurlijke benadering van wijnmaken. Op het etiket zie je een hybride bloem: half Franse lelie en half Zuid-Afrikaanse protea. Ook in smaak is dit een samensmelting tussen Zuid-Afrika en de Loire. De druiven komen van de beste en hooggelegen wijngaarden van Klein Constantia. De wijn is levendig met citroengras, vuursteen en mineraliteit. Met een uitzonderlijk lange levensduur.;;;Sauvignon blanc;Bevat sulfur dioxide and sulfits;4 keer bekroond;"Klein Constantia dateert uit 1685 toen Simon van der Stel de meest gunstige locatie koos voor zijn uitgestrekte en vruchtbare boerderij genaamd ""Constantia"". In 1817 is de toemallige eigenaar Coete overleden waardoor zijn twee zoons het land hebben verdeeld in Groot Constantia en Klein Constantia. Klein Constantia ligt te midden van eeuwenoude bomen en weelderig groen aan de bovenste uitlopers van de Constantiaberg, met een prachtig uitzicht over de Constantia-vallei en False Bay. Het is gelegen tussen 70 meter en 343 meter boven zeeniveau, met een constante zeebries van meer dan 150 meter, blijven de temperaturen koel, waardoor het fruit tijdens het rijpen behouden blijft. Met de oceaan op slechts 10 kilometer afstand, speelt de wind ook een belangrijke factor, vaak belastend de wijngaard en resulterend in een toename van concentratie en smaak in het fruit.";Klein Constantia
264;https://www.gall.nl/orangerie-de-luc-rose-rose-75cl-194107.html;Fruit Lover Rosé;4.5;142.0;Orangerie de Luc Rosé;Frankrijk;75CL;12,5%;2021;2e halve prijs;7.98;Biologische rosé afkomstig uit Corbières, een appellatie aan de Middellandse Zee. Hier worden gevarieerde wijnen gemaakt waarin je altijd de zon proeft. In dit geval van merlot en cabernet sauvignon.;['Bestel voor 22:00 vandaag, morgen in huis', 'Gratis bezorging vanaf € 50,-', 'Veilig betalen'];Een prachtige, zeer aromatische rosé gemaakt van biologische druiven. De stevige smaak eindigt in een mooie, lange afdronk. Bekroond in De Grote Hamersma met een 7,5.;stevig,eleganten fruitig;saladesen barbecue;Merlot, Cabernet sauvignon;5 keer bekroond;;Er zijn tekenen terug te vinden dat er in dit gebied al vanaf 125 jaar voor Christus wijnbouw plaatsvond. Waarschijnlijk aangeplant door de Romeinen. De geweldige ondergrondse kelders zijn in ieder geval uit de 17e eeuw en uniek in de Corbières-regio.;Domaine de Luc
265;https://www.gall.nl/bruna-grimaldi-barolo-bricco-ambrogio-rood-75cl-257974.html;Royal Red;;;Bruna Grimaldi Barolo Bricco Ambrogio;Italië;75CL;14,5%;2018;2e halve prijs;43.59;Bricco Ambrogio is een uitzonderlijke cru ten noorden van het dorpje Barolo. De wijn is stevig, krachtig en elegant. Je ruikt rozen, teer, kersen en chocolade.;['Bestel voor 22:00 vandaag, morgen in huis', 'Gratis bezorging vanaf € 50,-', 'Veilig betalen'];Bruna Grimaldi's Bricco Ambrogio is afkomstig uit de subregio Roddi binnen het Barolo-gebied. Bricco Ambrogio is een uitzonderlijke cru gelegen op ongeveer tien kilometer ten noorden van het vesting dorpje Barolo. Bruna Grimaldi laat de wijn van deze wijngaard eerst 24 maanden rijpen op grote eikenhouten vaten en daarna nog 8 tot 10 maanden op fles voordat deze op de markt komt. Dan smaakt deze Barolo stevig, krachtig en elegant. Je ruikt rozen, teer, kersen en chocola. Het is verstandig om de wijn te decanteren voordat je hem schenkt.Uitzonderlijke topwijnen vind je gewoon bij Gall & GallSommige wijnmakers maken op zulke kleine schaal topwijnen dat het onmogelijk is om alle winkels van Gall & Gall hiermee te bevoorraden. Om je toch toegang te geven tot deze uitzonderlijke wijnen kun je deze op gall.nl of in de winkel bestellen.;stevig,krachtigen elegant;wilden gebraden rood vlees;Nebbiolo;Bevat sulfur dioxide and sulfits;7 keer bekroond;Het verhaal van Bruna Grimaldi is illustratief voor de hele Barolo streek. Met de komst van de laatste twee generaties zijn grote veranderingen doorgevoerd. Vroeger verbouwde iedere boer zijn druiven en verkocht deze aan de grote lokale wijnmakerij. Zo ook de opa van Bruna Grimaldi. In de jaren ’60 begon haar opa zelf met wijn maken en verkocht deze nog per liter. Inmiddels hebben Bruna Grimaldi en haar man, beiden oenoloog, het bedrijf omgebouwd tot een moderne winery. De filosofie is echter altijd gelijk gebleven: de kwaliteit van de wijn begint in de wijngaard.;Bruna Grimaldi
266;https://www.gall.nl/cabolani-friulano-friuli-aquileia-wit-75cl-122572.html;Fruit Lover;4.5;2.0;Ca'Bolani Friulano Friuli Aquileia;Italië;75CL;12,5%;2021;2e halve prijs;10.69;Vroeger stond Friulano bekend als ‘Tocai Friulano’, maar die benaming is nietmeer toegestaan. Hij is kruidig met golden delicious appels, citroen, amandelenen mineraliteit.;['Bestel voor 22:00 vandaag, morgen in huis', 'Gratis bezorging vanaf € 50,-', 'Veilig betalen'];Friulano is de meest aangeplante druif van Friuli. Vroeger stond de druif bekend onder de naam Tocai Friulano, maar de Hongaren hebben het gebied Tokaji beschermd, waardoor deze naam tegenwoordig niet meer is toegestaan. De wijn wordt niet in contact gebracht met hout, waardoor hij zijn fruitigheid behoudt. Daarnaast is hij kruidig met golden delicious appels, citroen, amandelen en mineraliteit. Je staat versteld bij hoe goed deze wijn aan tafel combineert met vegetarische gerechten of vis.;;;Friulano;Bevat sulfur dioxide and sulfits;2 keer bekroond;Tenuta Ca’Bolani is het grootste aaneengesloten wijnbedrijf van Noord-Italië. Het bedrijf beschikt over 550 hectare wijngaard in de Friuli-streek die grenst aan Slovenië. Een kruispunt van Latijnse, Germaanse en Slavische invloeden. Op de plek van Ca’Bolani (Aquileia) werden ruim 2000 jaar geleden al wijngaarden aangelegd door de Romeinen. Door de unieke ligging aan de Adriatische Zee profiteren de wijngaarden van zowel verkoelende winden uit zee, als uit de bergen. De verschillende bodems van de streek zijn geschikt voor de aanplant van een groot aantal druivenrassen. Hiervan worden voornamelijk monocépages gemaakt. Sinds 1970 is het bedrijf in handen van Zonin, een grote producent uit het nabijgelegen Veneto die ook beschikt over wijngaarden in Toscane, Piemonte, Lombardije, Sicilië en Puglia.;Ca’Bolani
267;https://www.gall.nl/kanonkop-kadette-pinotage-rood-75cl-149748.html;Easy Rider;4.3;51.0;Kanonkop Kadette Pinotage;Zuid-Afrika;75CL;14%;2020;2e halve prijs;13.98;Zie de Kadette-wijnen van Kanonkop gerust als de tweede wijn van het domein. Ze worden gemaakt van druiven van lokale collegaboeren. In dit geval pinotage. Kanonkop is een echte pinotage-specialist.;['Bestel voor 22:00 vandaag, morgen in huis', 'Gratis bezorging vanaf € 50,-', 'Veilig betalen'];De Kadette wijnen van Kanonkop kan je zien als de tweede wijn van het domein. Ze worden gemaakt van druiven die zijn aangekocht van lokale boeren. In dit geval is dat de nationale trots van Zuid-Afrika: pinotage. Kanonkop is een echte pinotage-specialist. De wijn rijpt 12 maanden op gebruikte Franse eikenhouten vaten. Je proeft pruimen, kersen, specerijen en stevige tannines. Schenk hem bij hamburgers, het liefste van de barbecue, of bij Aziatische gerechten zoals bijvoorbeeld een rendang.;fruitig en intens;kip- kalkoengerechten;Pinotage;Bevat sulfur dioxide and sulfits;8 keer bekroond;Het Zuid-Afrikaanse wijnhuis Kanonkop Estate is gelegen op de hellingen van de Simonsberg in Stellenbosch. Het wijnhuis is vernoemd naar een heuvel (‘kop’ in het Afrikaans) van waaraf in de 17e eeuw een kanon werd afgeschoten als er een VOC-schip in de buurt van Kaapstad voer. Het teken voor de lokale boeren om naar de stad te gaan en het schip te bevoorraden. Met name de beste wijnen van Kanonkop worden gezien als de Premier Cru wijnen van Zuid-Afrika. Het domein werd gekocht door de Zuid-Afrikaanse oud-politicus Jacobus Wilhelmus Sauer. Tegenwoordig is het bedrijf nog altijd in handen van zijn nazaten. Inmiddels de vierde generatie van deze familie.;Kanonkop
268;https://www.gall.nl/conde-valdemar-rioja-gran-reserva-rood-75cl-308420.html;Royal Red;5.0;1.0;Conde Valdemar Rioja Gran Reserva;Spanje;75CL;14%;2012;2e halve prijs;23.89;Dit is een wijn waar je echt even voor moet gaan zitten. Conde de Valdemar produceert alleen maar in uitzonderlijk goede oogstjaren een Gran Reserva.;['Bestel voor 22:00 vandaag, morgen in huis', 'Gratis bezorging vanaf € 50,-', 'Veilig betalen'];Dit is een wijn waar je echt even voor moet gaan zitten. Conde de Valdemar produceert alleen maar in uitzonderlijk goede oogstjaren een Rioja Gran Reserva. Daar moeten we dan jaren op wachten, maar geduld wordt beloond! De wijn wordt gemaakt van een klassieke blend van tempranillo (85%), mazuelo (10%) en graciano (5%) en rijpt niet minder dan 26 maanden op zowel Franse als Amerikaanse eikenhouten vaten. De wijn rijpt daarna nog drie jaar door op fles in de kelders van Bodegas Valdemar. Steek de haard maar alvast aan…Uitzonderlijke topwijnen vind je gewoon bij Gall & GallSommige wijnmakers maken op zulke kleine schaal topwijnen dat het onmogelijk is om alle winkels van Gall & Gall hiermee te bevoorraden. Om je toch toegang te geven tot deze uitzonderlijke wijnen kun je deze op gall.nl of in de winkel bestellen.;concentratie,structuuren kracht;stoofschotelen wild;Tempranillo, Mazuelo;Bevat sulfur dioxide and sulfits;7 keer bekroond;Sinds de jaren ’80 van de vorige eeuw is Bodegas Conde Valdemar een toonaangevende producent in Rioja. Hun wijnen worden verkocht in meer dan 55 landen over de hele wereld. Alle wijnen worden gemaakt van druiven die zijn verbouwd in hun eigen wijngaarden. Zo kunnen ze de kwaliteit van hun wijnen garanderen. In hun spectaculaire kelder rijpen drie en een half miljoen flessen! Bodegas Conde Valdemar is een sub-brand van moederbedrijf Bodegas Valdemar: een familiebedrijf dat in handen is van de vijfde generatie wijnmakers.;Conde de Valdemar
269;https://www.gall.nl/ironstone-ranahan-ranch-zinfandel-rood-75cl-161071.html;Easy Rider;4.3;9.0;Ironstone Ranahan Ranch Zinfandel;Verenigde Staten;75CL;14,5%;2019;2e halve prijs;6.59;Stevige Californische rode wijn van oude stokken zinfandel, die in Zuid-Italië beter bekend staat als primitivo. Hij wordt aangevuld met 20% merlot.;['Bestel voor 22:00 vandaag, morgen in huis', 'Gratis bezorging vanaf € 50,-', 'Veilig betalen'];In Californië is de wijnwetgeving wat soepeler dan in de meeste gebieden in Europa. Dat maakt het mogelijk om aan de Ranahan Ranch Zinfandel, 20% merlot toe te voegen. De overige 80% komt van oude stokken zinfandel. Deze druif staat in Zuid-Italië beter bekend als primitivo. In deze stevige wijn proef je zondoorstoofde bessen met specerijen en vanille. Schenk hem in combinatie met pastagerechten of bij pulled pork. Ook heerlijk bij gegrilde groenten van de barbecue.;zwarte bes,pruimen vanille;zachte kazen ,gehaktschotelen barbecue;Zinfandel;Bevat sulfur dioxide and sulfits;1 keer bekroond;De Kautz familie produceert wijnen in Californië in de districten Lodi en Sierra Foothills, midden in het oude 'Goudmijnen district'. Ze staan bekend om hun mooie wijnen, gastvrijheid en culinaire centrum. In de gigantische tuinen rondom de wijngaarden staan goudmijn replica's. Daarnaast is er een openlucht theater dat veel gebruikt wordt voor evenementen. En natuurlijk kun je wijnen proeven in het proeflokaal.;Ironstone
270;https://www.gall.nl/altano-branco-malvasia-wit-75cl-359688.html;Fresh Prince;4.3;43.0;Altano Branco Malvasia;Portugal;75CL;12,5%;2021;2e halve prijs;9.29;Fruitige Portugese witte blend uit de Dourostreek. Met verse groene kruiden, citrus, appel, nectarines en ananas. Altano Douro is een submerk van de beroemde portfamilie Symington.;['Bestel voor 22:00 vandaag, morgen in huis', 'Gratis bezorging vanaf € 50,-', 'Veilig betalen'];Dit is een verrassende witte wijn uit de Douro van Symington Estates. Hij heeft een heerlijke frisse geur van citrus, appel en een beetje kruiden. Deze Portugese wijn heeft veel smaak. En is heerlijk fris en een beetje kruidig. Daarnaast proef je een hint van nectarines en jonge ananas. Een lekkere vis op de grill, fles open en genieten maar.;abrikoos,perziken groene appel;gegrilde vis ,kraben salades;;Bevat sulfur dioxide and sulfits;4 keer bekroond;De Engels-Schots-Portugese wijnfamilie Symington is een begrip in de Portugese Douro vallei. De familie bezit een groot wijngaardareaal en ze brengen port op de markt onder verschillende merknamen. Hiervan zijn Graham’s en Dow’s de bekendste op de Nederlandse markt. Maar de verkopen van port nemen jaarlijks af. Dat is ook bij Symington niet onopgemerkt gebleven. En dus produceren ze tafelwijnen onder de naam Altano. Heerlijke makkelijk drinkbare wijnen uit de Douro gemaakt van portdruiven. De wijnen zijn toegankelijk en een geweldige aanvulling op het brede portassortiment. Zodoende is de familie Symington klaar voor de toekomst.;Symington Family Estate
271;https://www.gall.nl/altano-douro-rood-75cl-359068.html;Royal Red;4.1;48.0;Altano Douro;Portugal;75CL;13,5%;2020;2e halve prijs;7.98;Gemaakt door de familie Symington, wereldberoemd geworden door de productie van port. Deze wijn is net als port afkomstig uit de Douro en wordt ook gemaakt van portdruiven. Stevig, donker en kruidig.;['Bestel voor 22:00 vandaag, morgen in huis', 'Gratis bezorging vanaf € 50,-', 'Veilig betalen'];Gemaakt door de fameuze Port-familie Symington. En dit proef je! Kruidige en rijpe tonen van echte Port druiven zoals touriga nacional en tinta roriz (tempranillo). De volle smaak past perfect bij zeer gekruide gerechten, gebraden rood vlees en lamsvlees.;pruimen,kruidigen vol;gegrild vleesen sterke kaas;;Bevat sulfur dioxide and sulfits;6 keer bekroond;De Engels-Schots-Portugese wijnfamilie Symington is een begrip in de Portugese Douro vallei. De familie bezit een groot wijngaardareaal en ze brengen port op de markt onder verschillende merknamen. Hiervan zijn Graham’s en Dow’s de bekendste op de Nederlandse markt. Maar de verkopen van port nemen jaarlijks af. Dat is ook bij Symington niet onopgemerkt gebleven. En dus produceren ze tafelwijnen onder de naam Altano. Heerlijke makkelijk drinkbare wijnen uit de Douro gemaakt van portdruiven. De wijnen zijn toegankelijk en een geweldige aanvulling op het brede portassortiment. Zodoende is de familie Symington klaar voor de toekomst.;Symington Family Estate
272;https://www.gall.nl/arrogant-frog-red-velvet-late-harvest-rood-75cl-142743.html;Big Red;4.6;199.0;Arrogant Frog Red Velvet Late Harvest;Frankrijk;75CL;14%;2021;2e halve prijs voor premium;8.65;Toen de wijnmaker van Arrogant Frog al zijn druiven had geoogst, kwam hij er achter dat hij één wijngaard was vergeten. Hij besloot alsnog te oogsten en van die druiven maakte hij de Red Velvet Late Harvest Limited Edition.;['Bestel voor 22:00 vandaag, morgen in huis', 'Gratis bezorging vanaf € 50,-', 'Veilig betalen'];Dankzij de late oogst heeft de wijn wat natuurlijke restsuikers. Hij is daardoor iets zoeter en intenser dan dat je van Arrogant Frog gewend bent. Hij wordt gemaakt van 87,5% marselan en 12,5% grenache. Dankzij 5 maanden rijping op hout, proef je rijp donker fruit met chocola en vanille.;rijp donker fruit,chocoladeen vanille;rode wijnrisottoen blauwe kazen;Grenache;Bevat sulfur dioxide and sulfits;2 keer bekroond;Een van de beste wijnmakers uit de Languedoc is Jean-Claude Mas, eigenaar van Les Domaines Paul Mas. Hij maakt niet alleen geweldige wijnen, maar hij beschikt ook over goede marketing skills en een flinke dosis zelfspot. Jean-Claude is namelijk de bedenker van het merk Arrogant Frog. Een verwijzing naar de manier waarop buitenlanders de Fransen zien. Een eigenzinnig volk met bijzondere tradities en gebruiken. Binnen de range van Arrogant Frog is er voor iedere wijnliefhebber altijd wel een favoriete wijn te vinden. Je kan kiezen uit ongeveer 20 verschillende wijnen variërend van biologisch tot single vineyard. Allemaal herkenbaar aan de vrolijke kikker op het etiket.;Les Domaines Paul Mas
273;https://www.gall.nl/lavis-classici-pinot-grigio-geschenkverpakking-wit-75cl-136522.html;Fruit Lover;4.7;14.0;Lavis Classici Pinot Grigio Geschenkverpakking;Italië;75CL;12,5%;2021;2e halve prijs;10.98;De wijngaarden profiteren van verkoelende bergwinden. En die frisheid proef je terug in de wijn. Daarnaast ontdek je de smaak van gele appels, sappige peren, witte bloesem en een klein bittertje.;['Bestel voor 22:00 vandaag, morgen in huis', 'Gratis bezorging vanaf € 50,-', 'Veilig betalen'];Trentino is de helft van de regio Trentino-Alto Adige, dat grens aan de zuidelijke kant van de Alpen. Het is er in de zomer lekker warm maar door de hoogte zijn er koelere nachten. En dat is perfect voor het behoud van de frisheid in de wijn. Vooral de pinot grigio profiteert hier van. Proef het in deze overheerlijke Pinot Grigio van Cantina La Vis.Nu in mooie geschenkverpakking.;appel,peeren verfijnd;gebakken visen het aperitief;Pinot grigio;3 keer bekroond;;Cantina La Vis is een coöperatie die van de druiven van wel 1350 wijnboeren in Trentino verschillende wijnen produceert en op de markt brengt. La Vis maakt op deze manier een breed scala aan wijnen onder verschillende merken. Bijna altijd gemaakt van slechts één druif. Eén van de merken die worden geproduceerd door La Vis is ‘Classici’. Bij de Classici-wijnen wordt gekeken naar de diversiteit van de wijngaarden in Trentino en welke druivensoort daar het beste bij past. Bij het andere merk – Selezioni – ligt de nadruk meer op de verschillende technieken die je als wijnmaker voorhanden hebt in de wijnkelder.;Cantina La Vis
274;https://www.gall.nl/kroon-van-oranje-rooi-rood-75cl-123978.html;Easy Rider;3.7;19.0;Kroon van Oranje Rooi;Zuid-Afrika;75CL;13,5%;2021;2e halve prijs;5.29;Zonovergoten rode blend van 85% ruby cabernet, 10% pinotage en 5% cinsaut. Ruby cabernet is het Californische antwoord op pinotage: een kruising tussen cabernet sauvignon en carignan.;['Bestel voor 22:00 vandaag, morgen in huis', 'Gratis bezorging vanaf € 50,-', 'Veilig betalen'];De Kroon van Oranje wijnen van Boland Kelder uit het Zuid-Afrikaanse Paarl zijn verkrijgbaar in wit en rood. Beiden zijn ze geschikt als borrelwijn of huiswijn. Deze zonovergoten rode wijn is een blend van 85% ruby cabernet, 10% pinotage en 5% cinsaut. Ruby cabernet is het Californische antwoord op pinotage. Waar pinotage een door Professor Abraham Perold ontwikkelde kruising is van pinot noir met cinsaut (hermitage) is ruby cabernet ontwikkeld door Dr. Harold Olmo. Het is een kruising tussen cabernet sauvignon en carignan. Je proeft moerbeien, bosbessen en specerijen.;soepelen kruidig;borrelhapjes;Cabernet sauvignon, Merlot;1 keer bekroond;;Boland Kelder, ook wel bekend als Boland Cellar, is een Zuid-Afrikaanse producent uit het pittoreske Paarl. Het bedrijf ziet zichzelf graag als ‘Pioneers of Collaboration’. Een logische positionering vanwege de historie van Boland Cellar die terug gaat tot 1941. Toen besloot een aantal druivenboeren uit Paarl om hun krachten te bundelen. Alleen dan konden ze betere wijn maken en Zuid-Afrika internationaal op de kaart zetten. Nog altijd wordt er samengewerkt bij Boland en internationaal gooien ze hoge ogen. Naast de wijnen die verschijnen onder hun eigen label, maakt Boland Kelder ook de Kroon van Oranje-wijnen.;Boland Cellar
275;https://www.gall.nl/barcelo-tempranillo-rosado-rose-75cl-334081.html;Fruit Lover Rosé;4.3;19.0;Barceló Tempranillo Rosado;Spanje;75CL;13%;2021;2e halve prijs;;Atypische rosé uit Spanje met een donkere kleur. Rosé met spierballen. Gemaakt van de druiven tempranillo en shiraz. Met zelfs wat lichte tannines. Daardoor geschikt bij vlees van de barbecue.;['Bestel voor 22:00 vandaag, morgen in huis', 'Gratis bezorging vanaf € 50,-', 'Veilig betalen'];Speciale gistsoorten zijn voor deze wijn uitgekozen om optimale roodfruit smaken te verkrijgen. Ook proef je duidelijk tonen van cederhout.;milddroog,aardbeien kers;tapasen zalm;Tempranillo, Shiraz;Bevat sulfur dioxide and sulfits;1 keer bekroond;In Laguna de Duero in Valladolid vind je de Bodegas Penascal van het wijnhuis Hijos de Antonio Barcelo. Het wijnhuis bestaat al sinds 1876 en combineert meer dan 100 jaar traditie van wijnmaken met de nieuwste technologieën. Het heeft inmiddels een fantastische reputatie opgebouwd. En maakt wijnen op alle prijsniveaus. Dus voor iedere gelegenheid vind je een passende wijn.;Bodegas Penascal
276;https://www.gall.nl/kanonkop-cabernet-sauvignon-rood-75cl-385417.html;Big Red;;;Kanonkop Cabernet Sauvignon;Zuid-Afrika;75CL;14%;2017;2e halve prijs;29.98;In de 17e eeuw werd op de top van de Simonsberg in Stellenbosch een kanon afgeschoten als er Nederlandse VOC-schepen in Kaap de Goede Hoop aankwamen om bevoorraad te worden. Vandaar de naam: Kanonkop. De Kanonkop Cabernet Sauvignon rijpt twee jaar op Franse eikenhouten vaten. Dan smaakt de wijn stevig naar pure bramen en vol van fruit. Maar ook mokka, chocola, thee en specerijen.;['Bestel voor 22:00 vandaag, morgen in huis', 'Gratis bezorging vanaf € 50,-', 'Veilig betalen'];"Het Zuid-Afrikaanse Estate Kanonkop is gelegen aan de uitlopers van de Simonsberg in Stellenbosch. In de zeventiende eeuw werd op de top van de berg een kanon afgeschoten als er Nederlandse VOC-schepen in Kaap de Goede Hoop aankwamen om bevoorraad te worden.  
 
De Kanonkop Cabernet Sauvignon rijpt twee jaar op Franse eikenhouten vaten. Dan smaakt de wijn stevig naar pure bramen en vol van fruit. Maar ook mokka, chocola, thee en specerijen. Hoe toepasselijk voor deze wijn!";krachtig,stevig,complexen mooie afdronk;pittige gerechtenen lamsvlees;Cabernet sauvignon;Bevat sulfur dioxide and sulfits;11 keer bekroond;Het Zuid-Afrikaanse wijnhuis Kanonkop Estate is gelegen op de hellingen van de Simonsberg in Stellenbosch. Het wijnhuis is vernoemd naar een heuvel (‘kop’ in het Afrikaans) van waaraf in de 17e eeuw een kanon werd afgeschoten als er een VOC-schip in de buurt van Kaapstad voer. Het teken voor de lokale boeren om naar de stad te gaan en het schip te bevoorraden. Met name de beste wijnen van Kanonkop worden gezien als de Premier Cru wijnen van Zuid-Afrika. Het domein werd gekocht door de Zuid-Afrikaanse oud-politicus Jacobus Wilhelmus Sauer. Tegenwoordig is het bedrijf nog altijd in handen van zijn nazaten. Inmiddels de vierde generatie van deze familie.;Kanonkop
277;https://www.gall.nl/cune-rueda-verdejo-wit-75cl-106313.html;Fruit Lover;4.2;92.0;Cune Rueda Verdejo;Spanje;75CL;13%;2022;2e halve prijs;8.59;Het Spaanse Cune komt oorspronkelijk uit Rioja. Daarnaast heeft het bedrijf ook wijngaarden in Rueda, waar deze frisse verdejo vandaan komt. Met tropisch fruit, citroen, groene kruiden en venkel.;['Bestel voor 22:00 vandaag, morgen in huis', 'Gratis bezorging vanaf € 50,-', 'Veilig betalen'];De Spaanse wijnproducent Cune komt oorspronkelijk uit Rioja. Daarnaast heeft het bedrijf ook wijngaarden in Rueda, gelegen op zo'n 200 kilometer ten noorden van Madrid. De streek staat bekend om zijn frisse wijnen barstensvol tropisch fruit. De verdejo-druiven voor deze wijn worden 's nachts geoogst. Zo behouden ze hun frisheid. Je proeft citroen, verse groene kruiden en venkel. Maar ook ananas, mango en papaja. Schenk hem bij de borrel of in combinatie met tapas, visgerechten of Pulpo a la Gallega.;fruitig,sappigen toegankelijk;het aperitiefen gebakken vis;Verdejo;Bevat sulfur dioxide and sulfits;4 keer bekroond;Cune is een grote producent uit Rioja. Het bedrijf beschikt over niet minder dan 545 eigen hectare wijngaard. Maar hier komt slechts de helft van de druiven vandaan die zij nodig hebben voor de productie van al hun wijnen. Cune, ook geschreven als CVNE is een producent met een rijke historie die terug gaat tot het jaar 1879. Destijds werd het bedrijf opgericht in de buurt van het treinstation ‘barrio de la estacion’. Een ideale plek om hun wijnen te distribueren. Eerst per vat en later uiteraard ook per fles. Tegenwoordig vind je de wijnen van deze bodega terug over de hele wereld.;Cune
